Time,Port,Metric,Value
2026-04-09 10:47:19.000,0,oerrors,0
2026-04-09 10:47:19.000,0,opackets,0
2026-04-09 10:47:19.000,0,ierrors,0
2026-04-09 10:47:19.000,0,ipackets,5
2026-04-09 10:47:19.000,0,obytes,0
2026-04-09 10:47:19.000,0,ibytes,1070
2026-04-09 10:47:20.000,0,imissed,0
2026-04-09 10:47:20.000,0,rx_nombuf,0
2026-04-09 10:47:20.000,0,oerrors,0
2026-04-09 10:47:20.000,0,opackets,0
2026-04-09 10:47:20.000,0,ierrors,0
2026-04-09 10:47:20.000,0,ipackets,5
2026-04-09 10:47:20.000,0,obytes,0
2026-04-09 10:47:20.000,0,ibytes,1070
2026-04-09 10:47:21.000,0,imissed,0
2026-04-09 10:47:21.000,0,rx_nombuf,0
2026-04-09 10:47:21.000,0,oerrors,0
